topic,bag_stamp,header_stamp,frame_id,child_frame_id,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w,linear_x,linear_y,angular_z
/agv1/odom,1789641512.6015456,1789641512.6014419,agv1/odom,agv1/base_link,-0.0012993541080700169,8.464611969870206e-05,0.05969,0.0,0.0,-0.030136479165987662,0.9995457931598122,0.0,0.0,0.0
/agv1/odom,1789641512.6095896,1789641512.609438,agv1/odom,agv1/base_link,-0.0012993541080700169,8.464611969870206e-05,0.05969,0.0,0.0,-0.030136479165987662,0.9995457931598122,0.0,0.0,0.0
/agv3/odom,1789641512.6128616,1789641512.6099803,agv3/odom,agv3/base_link,0.0006977670762142261,-0.01995877655576339,0.05969,0.0,0.0,-0.03651229147670538,0.999333203977092,0.0,0.0,0.0
/agv2/odom,1789641512.6152947,1789641512.6102004,agv2/odom,agv2/base_link,-0.024121606587011565,-0.014024126171357695,0.05969,0.0,0.0,-0.03017901543239148,0.9995445097780946,0.0,0.0,0.0
/agv1/odom,1789641512.6215384,1789641512.621424,agv1/odom,agv1/base_link,-0.0012993541080700169,8.464611969870206e-05,0.05969,0.0,0.0,-0.030136479165987662,0.9995457931598122,0.0,0.0,0.0
/agv2/odom,1789641512.6236386,1789641512.6181998,agv2/odom,agv2/base_link,-0.024121606587011565,-0.014024126171357695,0.05969,0.0,0.0,-0.03017901543239148,0.9995445097780946,0.0,0.0,0.0
/agv3/odom,1789641512.6266682,1789641512.6220376,agv3/odom,agv3/base_link,0.0006977670762142261,-0.01995877655576339,0.05969,0.0,0.0,-0.03651229147670538,0.999333203977092,0.0,0.0,0.0
/agv1/odom,1789641512.6295776,1789641512.629469,agv1/odom,agv1/base_link,-0.0012993541080700169,8.464611969870206e-05,0.05969,0.0,0.0,-0.030136479165987662,0.9995457931598122,0.0,0.0,0.0
/agv3/odom,1789641512.6365373,1789641512.62998,agv3/odom,agv3/base_link,0.0006977670762142261,-0.01995877655576339,0.05969,0.0,0.0,-0.03651229147670538,0.999333203977092,0.0,0.0,0.0
/agv2/odom,1789641512.6365428,1789641512.6300712,agv2/odom,agv2/base_link,-0.024121606587011565,-0.014024126171357695,0.05969,0.0,0.0,-0.03017901543239148,0.9995445097780946,0.0,0.0,0.0
/agv1/odom,1789641512.6414695,1789641512.641411,agv1/odom,agv1/base_link,-0.0012993541080700169,8.464611969870206e-05,0.05969,0.0,0.0,-0.030136479165987662,0.9995457931598122,0.0,0.0,0.0
/agv2/odom,1789641512.6415129,1789641512.6382263,agv2/odom,agv2/base_link,-0.024121606587011565,-0.014024126171357695,0.05969,0.0,0.0,-0.03017901543239148,0.9995445097780946,0.0,0.0,0.0
/agv3/odom,1789641512.644915,1789641512.6419578,agv3/odom,agv3/base_link,0.0006977670762142261,-0.01995877655576339,0.05969,0.0,0.0,-0.03651229147670538,0.999333203977092,0.0,0.0,0.0
/agv1/odom,1789641512.6495082,1789641512.6493998,agv1/odom,agv1/base_link,-0.0012993541080700169,8.464611969870206e-05,0.05969,0.0,0.0,-0.030136479165987662,0.9995457931598122,0.0,0.0,0.0
/agv3/odom,1789641512.6560004,1789641512.6500418,agv3/odom,agv3/base_link,0.0006977670762142261,-0.01995877655576339,0.05969,0.0,0.0,-0.03651229147670538,0.999333203977092,0.0,0.0,0.0
/agv2/odom,1789641512.6560073,1789641512.650212,agv2/odom,agv2/base_link,-0.024121606587011565,-0.014024126171357695,0.05969,0.0,0.0,-0.03017901543239148,0.9995445097780946,0.0,0.0,0.0
/agv1/odom,1789641512.661548,1789641512.6614516,agv1/odom,agv1/base_link,-0.0012993541080700169,8.464611969870206e-05,0.05969,0.0,0.0,-0.030136479165987662,0.9995457931598122,0.0,0.0,0.0
/agv2/odom,1789641512.6619494,1789641512.6582737,agv2/odom,agv2/base_link,-0.024121606587011565,-0.014024126171357695,0.05969,0.0,0.0,-0.03017901543239148,0.9995445097780946,0.0,0.0,0.0
/agv1/odom,1789641512.6695633,1789641512.6694336,agv1/odom,agv1/base_link,-0.0012993541080700169,8.464611969870206e-05,0.05969,0.0,0.0,-0.030136479165987662,0.9995457931598122,0.0,0.0,0.0
/agv3/odom,1789641512.6701355,1789641512.6619475,agv3/odom,agv3/base_link,0.0006977670762142261,-0.01995877655576339,0.05969,0.0,0.0,-0.03651229147670538,0.999333203977092,0.0,0.0,0.0
/agv2/odom,1789641512.6729715,1789641512.6700697,agv2/odom,agv2/base_link,-0.024121606587011565,-0.014024126171357695,0.05969,0.0,0.0,-0.03017901543239148,0.9995445097780946,0.0,0.0,0.0
/agv3/odom,1789641512.6747499,1789641512.669956,agv3/odom,agv3/base_link,0.0006977670762142261,-0.01995877655576339,0.05969,0.0,0.0,-0.03651229147670538,0.999333203977092,0.0,0.0,0.0
/agv2/odom,1789641512.6810668,1789641512.6782038,agv2/odom,agv2/base_link,-0.024121606587011565,-0.014024126171357695,0.05969,0.0,0.0,-0.03017901543239148,0.9995445097780946,0.0,0.0,0.0
/agv1/odom,1789641512.681502,1789641512.6814096,agv1/odom,agv1/base_link,-0.0012993541080700169,8.464611969870206e-05,0.05969,0.0,0.0,-0.030136479165987662,0.9995457931598122,0.0,0.0,0.0
/agv3/odom,1789641512.6846032,1789641512.6820016,agv3/odom,agv3/base_link,0.0006977670762142261,-0.01995877655576339,0.05969,0.0,0.0,-0.03651229147670538,0.999333203977092,0.0,0.0,0.0
/agv1/odom,1789641512.689534,1789641512.6894393,agv1/odom,agv1/base_link,-0.0012993541080700169,8.464611969870206e-05,0.05969,0.0,0.0,-0.030136479165987662,0.9995457931598122,0.0,0.0,0.0
/agv3/odom,1789641512.694757,1789641512.6899812,agv3/odom,agv3/base_link,0.0006977670762142261,-0.01995877655576339,0.05969,0.0,0.0,-0.03651229147670538,0.999333203977092,0.0,0.0,0.0
/agv2/odom,1789641512.6947792,1789641512.690205,agv2/odom,agv2/base_link,-0.024121606587011565,-0.014024126171357695,0.05969,0.0,0.0,-0.03017901543239148,0.9995445097780946,0.0,0.0,0.0
/agv1/odom,1789641512.7016098,1789641512.7014587,agv1/odom,agv1/base_link,-0.0012993541080700169,8.464611969870206e-05,0.05969,0.0,0.0,-0.030136479165987662,0.9995457931598122,0.0,0.0,0.0
/agv2/odom,1789641512.7018614,1789641512.6982138,agv2/odom,agv2/base_link,-0.024121606587011565,-0.014024126171357695,0.05969,0.0,0.0,-0.03017901543239148,0.9995445097780946,0.0,0.0,0.0
/agv3/odom,1789641512.7054613,1789641512.7020288,agv3/odom,agv3/base_link,0.0006977670762142261,-0.01995877655576339,0.05969,0.0,0.0,-0.03651229147670538,0.999333203977092,0.0,0.0,0.0
/agv1/odom,1789641512.709532,1789641512.709415,agv1/odom,agv1/base_link,-0.0012993541080700169,8.464611969870206e-05,0.05969,0.0,0.0,-0.030136479165987662,0.9995457931598122,0.0,0.0,0.0
/agv3/odom,1789641512.7147102,1789641512.7099788,agv3/odom,agv3/base_link,0.0006977670762142261,-0.01995877655576339,0.05969,0.0,0.0,-0.03651229147670538,0.999333203977092,0.0,0.0,0.0
/agv2/odom,1789641512.7147198,1789641512.7101998,agv2/odom,agv2/base_link,-0.024121606587011565,-0.014024126171357695,0.05969,0.0,0.0,-0.03017901543239148,0.9995445097780946,0.0,0.0,0.0
/agv2/odom,1789641512.7214653,1789641512.7182245,agv2/odom,agv2/base_link,-0.024121606587011565,-0.014024126171357695,0.05969,0.0,0.0,-0.03017901543239148,0.9995445097780946,0.0,0.0,0.0
/agv1/odom,1789641512.7215176,1789641512.7214448,agv1/odom,agv1/base_link,-0.0012993541080700169,8.464611969870206e-05,0.05969,0.0,0.0,-0.030136479165987662,0.9995457931598122,0.0,0.0,0.0
/agv3/odom,1789641512.7283752,1789641512.7219949,agv3/odom,agv3/base_link,0.0006977670762142261,-0.01995877655576339,0.05969,0.0,0.0,-0.03651229147670538,0.999333203977092,0.0,0.0,0.0
/agv1/odom,1789641512.7295463,1789641512.7294405,agv1/odom,agv1/base_link,-0.0012993541080700169,8.464611969870206e-05,0.05969,0.0,0.0,-0.030136479165987662,0.9995457931598122,0.0,0.0,0.0
/agv3/odom,1789641512.732641,1789641512.7299902,agv3/odom,agv3/base_link,0.0006977670762142261,-0.01995877655576339,0.05969,0.0,0.0,-0.03651229147670538,0.999333203977092,0.0,0.0,0.0
/agv2/odom,1789641512.733686,1789641512.730199,agv2/odom,agv2/base_link,-0.024121606587011565,-0.014024126171357695,0.05969,0.0,0.0,-0.03017901543239148,0.9995445097780946,0.0,0.0,0.0
/agv1/odom,1789641512.7416124,1789641512.7414482,agv1/odom,agv1/base_link,-0.0012993541080700169,8.464611969870206e-05,0.05969,0.0,0.0,-0.030136479165987662,0.9995457931598122,0.0,0.0,0.0
/agv2/odom,1789641512.742542,1789641512.73821,agv2/odom,agv2/base_link,-0.024121606587011565,-0.014024126171357695,0.05969,0.0,0.0,-0.03017901543239148,0.9995445097780946,0.0,0.0,0.0
/agv3/odom,1789641512.7446482,1789641512.7419813,agv3/odom,agv3/base_link,0.0006977670762142261,-0.01995877655576339,0.05969,0.0,0.0,-0.03651229147670538,0.999333203977092,0.0,0.0,0.0
/agv1/odom,1789641512.7495718,1789641512.7494085,agv1/odom,agv1/base_link,-0.0012993541080700169,8.464611969870206e-05,0.05969,0.0,0.0,-0.030136479165987662,0.9995457931598122,0.0,0.0,0.0
