topic,bag_stamp,header_stamp,serial_receive_stamp,robot_id,feedback_seq,command_seq_applied,packet_seq,wheel_left_raw,wheel_right_raw,wheel_left_applied,wheel_right_applied,wheel_left_firmware_target_nominal,wheel_right_firmware_target_nominal,wheel_left_firmware_feedback_nominal,wheel_right_firmware_feedback_nominal,wheel_left_actual,wheel_right_actual,linear_velocity_actual,angular_velocity_actual,battery_voltage,control_loop_overrun,speed_limit_active_left,speed_limit_active_right,accel_limit_active_left,accel_limit_active_right,decel_limit_active_left,decel_limit_active_right
/agv1/chassis_feedback,1789465254.982836,1789465254.9827516,1789465254.9827273,1,108803,72734,494391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.309377670288086,False,False,False,False,False,False,False
/agv2/chassis_feedback,1789465254.9905841,1789465254.9856973,1789465254.9856472,2,108675,72734,495762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.01135540008545,False,False,False,False,False,False,False
/agv3/chassis_feedback,1789465254.9918292,1789465254.9855683,1789465254.9855585,3,108557,72734,1051597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.05399227142334,False,False,False,False,False,False,False
/agv1/chassis_feedback,1789465254.9949622,1789465254.9947562,1789465254.9907253,1,108804,72735,494393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.309377670288086,False,False,False,False,False,False,False
/agv2/chassis_feedback,1789465255.0006833,1789465254.9977117,1789465254.9936318,2,108676,72736,495764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.01135540008545,False,False,False,False,False,False,False
/agv3/chassis_feedback,1789465255.0021942,1789465254.9976232,1789465254.9935653,3,108558,72736,1051599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.05399227142334,False,False,False,False,False,False,False
/agv1/chassis_feedback,1789465255.0028372,1789465255.0027359,1789465254.9987648,1,108805,72736,494395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.309377670288086,False,False,False,False,False,False,False
/agv2/chassis_feedback,1789465255.008431,1789465255.0057158,1789465255.0016418,2,108677,72737,495766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.01135540008545,False,False,False,False,False,False,False
/agv3/chassis_feedback,1789465255.0097687,1789465255.0055566,1789465255.0015593,3,108559,72737,1051601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.05399227142334,False,False,False,False,False,False,False
/agv1/chassis_feedback,1789465255.0148587,1789465255.0147545,1789465255.0147407,1,108806,72737,494399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.309377670288086,False,False,False,False,False,False,False
/agv2/chassis_feedback,1789465255.0203588,1789465255.0177155,1789465255.0176675,2,108678,72738,495770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.01135540008545,False,False,False,False,False,False,False
/agv3/chassis_feedback,1789465255.0216722,1789465255.0175693,1789465255.0175595,3,108560,72738,1051605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.05399227142334,False,False,False,False,False,False,False
/agv1/chassis_feedback,1789465255.0228007,1789465255.0227244,1789465255.0227113,1,108807,72738,494401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.309377670288086,False,False,False,False,False,False,False
/agv3/chassis_feedback,1789465255.0290678,1789465255.0255816,1789465255.0255718,3,108561,72739,1051607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.05399227142334,False,False,False,False,False,False,False
/agv2/chassis_feedback,1789465255.0298772,1789465255.0257113,1789465255.0256634,2,108679,72739,495772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.01135540008545,False,False,False,False,False,False,False
/agv1/chassis_feedback,1789465255.0348911,1789465255.0347712,1789465255.0307543,1,108808,72739,494403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.309377670288086,False,False,False,False,False,False,False
