topic,bag_stamp,header_stamp,serial_receive_stamp,robot_id,feedback_seq,command_seq_applied,packet_seq,wheel_left_raw,wheel_right_raw,wheel_left_applied,wheel_right_applied,wheel_left_firmware_target_nominal,wheel_right_firmware_target_nominal,wheel_left_firmware_feedback_nominal,wheel_right_firmware_feedback_nominal,wheel_left_actual,wheel_right_actual,linear_velocity_actual,angular_velocity_actual,battery_voltage,control_loop_overrun,speed_limit_active_left,speed_limit_active_right,accel_limit_active_left,accel_limit_active_right,decel_limit_active_left,decel_limit_active_right
/agv1/chassis_feedback,1789283530.0276725,1789283530.0275693,1789283530.0274794,1,5914,51670,1547167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.353699684143066,False,False,False,False,False,False,False
/agv1/chassis_feedback,1789283530.0356889,1789283530.0355322,1789283530.0355217,1,5915,51671,1547169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.353699684143066,False,False,False,False,False,False,False
/agv2/chassis_feedback,1789283530.0392237,1789283530.0359774,1789283530.0319695,2,5660,51671,1545309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.135457992553711,False,False,False,False,False,False,False
/agv3/chassis_feedback,1789283530.0452237,1789283530.0425076,1789283530.0384629,3,5631,51672,1547777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.612454414367676,False,False,False,False,False,False,False
/agv1/chassis_feedback,1789283530.0476334,1789283530.0475287,1789283530.0435276,1,5916,51672,1547171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.353699684143066,False,False,False,False,False,False,False
/agv2/chassis_feedback,1789283530.0477831,1789283530.0440152,1789283530.0399354,2,5661,51672,1545311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.135457992553711,False,False,False,False,False,False,False
/agv1/chassis_feedback,1789283530.0556443,1789283530.0555227,1789283530.0515804,1,5917,51673,1547173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.353699684143066,False,False,False,False,False,False,False
/agv3/chassis_feedback,1789283530.0571325,1789283530.0545063,1789283530.0544968,3,5632,51673,1547781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.612454414367676,False,False,False,False,False,False,False
/agv2/chassis_feedback,1789283530.059309,1789283530.0559938,1789283530.0559494,2,5662,51673,1545315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.135457992553711,False,False,False,False,False,False,False
/agv3/chassis_feedback,1789283530.0660937,1789283530.0625136,1789283530.0625038,3,5633,51674,1547783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.612454414367676,False,False,False,False,False,False,False
/agv1/chassis_feedback,1789283530.0676148,1789283530.0675113,1789283530.0675006,1,5918,51674,1547177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.24014663696289,False,False,False,False,False,False,False
/agv2/chassis_feedback,1789283530.0691698,1789283530.0639937,1789283530.0639486,2,5663,51674,1545317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.135457992553711,False,False,False,False,False,False,False
/agv1/chassis_feedback,1789283530.0755763,1789283530.0754814,1789283530.0754685,1,5919,51675,1547179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.24014663696289,False,False,False,False,False,False,False
