topic,bag_stamp,header_stamp,header_seq,calibration_epoch_token,frame_id,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w
/camera/world/agv1_tag_pose,1789453154.8541455,1789453154.8533723,1967,162079491,world@09a92303,0.525172,1.062417,0.225,0.0,0.0,-0.012616565263342136,0.9999204079730325
/pose_provider/agv2/base_pose_fused,1789453154.8584218,1789453154.8567445,5567,162079491,world@09a92303,0.35471465174421224,0.5139731902316383,0.0,0.0,0.0,0.6973042762359033,0.7167752411621953
/pose_provider/agv1/base_pose_fused,1789453154.8610795,1789453154.8608792,6474,162079491,world@09a92303,0.520339887657221,0.8745298775736475,0.0,0.0,0.0,0.6980416310856694,0.7160571773757025
/pose_provider/agv1/base_pose_fused,1789453154.8690543,1789453154.8688543,6475,162079491,world@09a92303,0.520339887657221,0.8745298775736475,0.0,0.0,0.0,0.6980416310856694,0.7160571773757025
/pose_provider/agv2/base_pose_fused,1789453154.8712852,1789453154.868747,5568,162079491,world@09a92303,0.35471465174421224,0.5139731902316383,0.0,0.0,0.0,0.6973042762359033,0.7167752411621953
/pose_provider/agv3/base_pose_fused,1789453154.871297,1789453154.8599105,5148,162079491,world@09a92303,0.6713179185523275,0.5132141105599235,0.0,0.0,0.0,0.694658552109409,0.7193396249208434
/pose_provider/agv3/base_pose_fused,1789453154.8712995,1789453154.8678873,5149,162079491,world@09a92303,0.6713179185523275,0.5132141105599235,0.0,0.0,0.0,0.694658552109409,0.7193396249208434
/pose_provider/agv3/base_pose_fused,1789453154.8804524,1789453154.8799322,5150,162079491,world@09a92303,0.6713179185523275,0.5132141105599235,0.0,0.0,0.0,0.694658552109409,0.7193396249208434
/pose_provider/agv2/base_pose_fused,1789453154.8804848,1789453154.8768296,5569,162079491,world@09a92303,0.35471465174421224,0.5139731902316383,0.0,0.0,0.0,0.6973042762359033,0.7167752411621953
/pose_provider/agv1/base_pose_fused,1789453154.8809767,1789453154.8808293,6476,162079491,world@09a92303,0.520339887657221,0.8745298775736475,0.0,0.0,0.0,0.6980416310856694,0.7160571773757025
/pose_provider/agv1/base_pose_fused,1789453154.8891003,1789453154.8888228,6477,162079491,world@09a92303,0.520339887657221,0.8745298775736475,0.0,0.0,0.0,0.6980416310856694,0.7160571773757025
