topic,bag_stamp,header_stamp,header_seq,calibration_epoch_token,frame_id,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w
/pose_provider/agv1/base_pose_fused,1789708855.1794498,1789708855.179286,7036,3108704983,world@b94b12d7,0.6261029569335754,1.01514579417243,0.0,0.0,0.0,0.6854397646964004,0.7281293353333206
/pose_provider/agv3/base_pose_fused,1789708855.1803381,1789708855.1777122,6800,3108704983,world@b94b12d7,0.7767648305044097,0.6245151740702504,0.0,0.0,0.0,0.6797823791719098,0.7334138783574919
/pose_provider/agv1/base_pose_fused,1789708855.1875377,1789708855.187343,7037,3108704983,world@b94b12d7,0.6261029569335754,1.01514579417243,0.0,0.0,0.0,0.6854397646964004,0.7281293353333206
/pose_provider/agv2/base_pose_fused,1789708855.189933,1789708855.1870508,6923,3108704983,world@b94b12d7,0.4604351990235047,0.6238143363824882,0.0,0.0,0.0,0.6962579564614535,0.7177916536601138
/pose_provider/agv2/base_pose_fused,1789708855.1939442,1789708855.1951518,6924,3108704983,world@b94b12d7,0.4604351990235047,0.6238143363824882,0.0,0.0,0.0,0.6962579564614535,0.7177916536601138
/pose_provider/agv3/base_pose_fused,1789708855.1962962,1789708855.1896565,6801,3108704983,world@b94b12d7,0.7767648305044097,0.6245151740702504,0.0,0.0,0.0,0.6797823791719098,0.7334138783574919
/pose_provider/agv3/base_pose_fused,1789708855.197271,1789708855.1977062,6802,3108704983,world@b94b12d7,0.7767648305044097,0.6245151740702504,0.0,0.0,0.0,0.6797823791719098,0.7334138783574919
/pose_provider/agv1/base_pose_fused,1789708855.1994998,1789708855.199318,7038,3108704983,world@b94b12d7,0.6261029569335754,1.01514579417243,0.0,0.0,0.0,0.6854397646964004,0.7281293353333206
/pose_provider/agv1/base_pose_fused,1789708855.2074728,1789708855.2073145,7039,3108704983,world@b94b12d7,0.6261029569335754,1.01514579417243,0.0,0.0,0.0,0.6854397646964004,0.7281293353333206
/pose_provider/agv2/base_pose_fused,1789708855.2078984,1789708855.207158,6925,3108704983,world@b94b12d7,0.4604351990235047,0.6238143363824882,0.0,0.0,0.0,0.6962579564614535,0.7177916536601138
/camera/world/agv2_tag_pose,1789708855.213765,1789708855.213178,2140,3108704983,world@b94b12d7,0.457775,0.535752,0.225,0.0,0.0,-0.014283914230405221,0.9998979796930577
/pose_provider/agv2/base_pose_raw,1789708855.2137802,1789708855.213178,2139,3108704983,world@b94b12d7,0.46029413976232486,0.6239060131523113,0.0,0.0,0.0,0.6969343893214833,0.7171348945498964
/pose_provider/agv2/base_pose_filtered,1789708855.2137992,1789708855.213178,2139,3108704983,world@b94b12d7,0.46039364553032625,0.6238398220853267,0.0,0.0,0.0,0.6964559775901015,0.717599520121785
/camera/world/agv3_tag_pose,1789708855.213803,1789708855.213178,2140,3108704983,world@b94b12d7,0.770119,0.536519,0.225,0.0,0.0,-0.03805770694588308,0.999275543052076
/pose_provider/agv1/base_pose_raw,1789708855.213836,1789708855.213178,2139,3108704983,world@b94b12d7,0.6261344870053448,1.0151845530298584,0.0,0.0,0.0,0.6854351927753515,0.728133639179661
/pose_provider/agv1/base_pose_filtered,1789708855.213847,1789708855.213178,2139,3108704983,world@b94b12d7,0.6261100877415081,1.0151559903985978,0.0,0.0,0.0,0.6854356916602947,0.728133169549481
/camera/world/agv1_tag_pose,1789708855.2138507,1789708855.213178,2140,3108704983,world@b94b12d7,0.637475,1.202732,0.225,0.0,0.0,-0.030192360998617575,0.9995441067493366
/pose_provider/agv3/base_pose_raw,1789708855.213874,1789708855.213178,2139,3108704983,world@b94b12d7,0.7768267553481116,0.6244535331379537,0.0,0.0,0.0,0.6796836501081484,0.7335053754238371
/pose_provider/agv3/base_pose_filtered,1789708855.213879,1789708855.213178,2138,3108704983,world@b94b12d7,0.7767848560652686,0.6244999646083355,0.0,0.0,0.0,0.6797616939199653,0.7334330504409107
/pose_provider/agv3/base_pose_fused,1789708855.2160637,1789708855.2096906,6803,3108704983,world@b94b12d7,0.7767648305044097,0.6245151740702504,0.0,0.0,0.0,0.6797823791719098,0.7334138783574919
/pose_provider/agv1/base_pose_fused,1789708855.2195084,1789708855.219326,7040,3108704983,world@b94b12d7,0.6261086615799216,1.0151539511533643,0.0,0.0,0.0,0.6854365062692317,0.7281324027080717
/pose_provider/agv3/base_pose_fused,1789708855.2197063,1789708855.2176743,6804,3108704983,world@b94b12d7,0.7767808509530968,0.6245030065007184,0.0,0.0,0.0,0.679765831013612,0.7334292160708991
/pose_provider/agv2/base_pose_fused,1789708855.2270432,1789708855.2151406,6926,3108704983,world@b94b12d7,0.46040195622896196,0.623834724944759,0.0,0.0,0.0,0.6964163776054549,0.7176379512002529
/pose_provider/agv1/base_pose_fused,1789708855.2273831,1789708855.2272894,7041,3108704983,world@b94b12d7,0.6261086615799216,1.0151539511533643,0.0,0.0,0.0,0.6854365062692317,0.7281324027080717
/pose_provider/agv2/base_pose_fused,1789708855.2278762,1789708855.227184,6927,3108704983,world@b94b12d7,0.46040195622896196,0.623834724944759,0.0,0.0,0.0,0.6964163776054549,0.7176379512002529
/pose_provider/agv3/base_pose_fused,1789708855.2312157,1789708855.2297053,6805,3108704983,world@b94b12d7,0.7767808509530968,0.6245030065007184,0.0,0.0,0.0,0.679765831013612,0.7334292160708991
/pose_provider/agv2/base_pose_fused,1789708855.2338026,1789708855.2351723,6928,3108704983,world@b94b12d7,0.46040195622896196,0.623834724944759,0.0,0.0,0.0,0.6964163776054549,0.7176379512002529
/pose_provider/agv1/base_pose_fused,1789708855.2396426,1789708855.239291,7042,3108704983,world@b94b12d7,0.6261086615799216,1.0151539511533643,0.0,0.0,0.0,0.6854365062692317,0.7281324027080717
/pose_provider/agv3/base_pose_fused,1789708855.2402778,1789708855.2377017,6806,3108704983,world@b94b12d7,0.7767808509530968,0.6245030065007184,0.0,0.0,0.0,0.679765831013612,0.7334292160708991
/pose_provider/agv2/base_pose_fused,1789708855.246477,1789708855.247185,6929,3108704983,world@b94b12d7,0.46040195622896196,0.623834724944759,0.0,0.0,0.0,0.6964163776054549,0.7176379512002529
/pose_provider/agv1/base_pose_fused,1789708855.2475657,1789708855.247287,7043,3108704983,world@b94b12d7,0.6261086615799216,1.0151539511533643,0.0,0.0,0.0,0.6854365062692317,0.7281324027080717
/camera/world/agv2_tag_pose,1789708855.248487,1789708855.24773,2141,3108704983,world@b94b12d7,0.457868,0.535743,0.225,0.0,0.0,-0.014987188883302131,0.9998876857774458
/camera/world/agv1_tag_pose,1789708855.2484946,1789708855.24773,2141,3108704983,world@b94b12d7,0.637417,1.202654,0.225,0.0,0.0,-0.029067904988491624,0.9995774391709629
/pose_provider/agv2/base_pose_raw,1789708855.2485142,1789708855.24773,2140,3108704983,world@b94b12d7,0.46051114347928623,0.6238933822597945,0.0,0.0,0.0,0.6964298201478492,0.7176249059284624
/pose_provider/agv2/base_pose_filtered,1789708855.2485476,1789708855.24773,2140,3108704983,world@b94b12d7,0.46042889491501426,0.6238558901376671,0.0,0.0,0.0,0.6964481304545855,0.7176071359639009
