topic,bag_stamp,header_stamp,serial_receive_stamp,robot_id,feedback_seq,command_seq_applied,packet_seq,wheel_left_raw,wheel_right_raw,wheel_left_applied,wheel_right_applied,wheel_left_firmware_target_nominal,wheel_right_firmware_target_nominal,wheel_left_firmware_feedback_nominal,wheel_right_firmware_feedback_nominal,wheel_left_actual,wheel_right_actual,linear_velocity_actual,angular_velocity_actual,battery_voltage,control_loop_overrun,speed_limit_active_left,speed_limit_active_right,accel_limit_active_left,accel_limit_active_right,decel_limit_active_left,decel_limit_active_right
/agv1/chassis_feedback,1789646235.424727,1789646235.4246254,1789646235.4246128,1,4292,50992,251389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.79692268371582,False,False,False,False,False,False,False
/agv1/chassis_feedback,1789646235.4326684,1789646235.43258,1789646235.432563,1,4293,50993,251391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.79692268371582,False,False,False,False,False,False,False
/agv2/chassis_feedback,1789646235.441453,1789646235.4419723,1789646235.4379084,2,4186,50993,249700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.01135540008545,False,False,False,False,False,False,False
/agv3/chassis_feedback,1789646235.4426277,1789646235.4462373,1789646235.4422357,3,4087,50993,250826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.983077049255371,False,False,False,False,False,False,False
/agv1/chassis_feedback,1789646235.4446757,1789646235.4445693,1789646235.440552,1,4294,50994,251393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.79692268371582,False,False,False,False,False,False,False
/agv2/chassis_feedback,1789646235.4491985,1789646235.4499981,1789646235.4458067,2,4187,50994,249702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.029084205627441,False,False,False,False,False,False,False
/agv1/chassis_feedback,1789646235.4526637,1789646235.4525733,1789646235.4485848,1,4295,50995,251395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.79692268371582,False,False,False,False,False,False,False
/agv3/chassis_feedback,1789646235.4548934,1789646235.4583387,1789646235.458332,3,4088,50995,250830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.983077049255371,False,False,False,False,False,False,False
/agv2/chassis_feedback,1789646235.460412,1789646235.4620006,1789646235.4619544,2,4188,50995,249706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.029084205627441,False,False,False,False,False,False,False
/agv3/chassis_feedback,1789646235.4636555,1789646235.4663558,1789646235.466346,3,4089,50995,250832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.983077049255371,False,False,False,False,False,False,False
/agv1/chassis_feedback,1789646235.4647198,1789646235.4646087,1789646235.4645934,1,4296,50996,251399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.79692268371582,False,False,False,False,False,False,False
/agv2/chassis_feedback,1789646235.4669201,1789646235.470005,1789646235.4699593,2,4189,50996,249708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.029084205627441,False,False,False,False,False,False,False
/agv1/chassis_feedback,1789646235.4727232,1789646235.4726238,1789646235.4726086,1,4297,50997,251401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.79692268371582,False,False,False,False,False,False,False
/agv3/chassis_feedback,1789646235.4750698,1789646235.4783988,1789646235.4743783,3,4090,50997,250834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.983077049255371,False,False,False,False,False,False,False
/agv2/chassis_feedback,1789646235.4793522,1789646235.481961,1789646235.4779437,2,4190,50997,249710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.029084205627441,False,False,False,False,False,False,False
/agv1/chassis_feedback,1789646235.4847426,1789646235.4846354,1789646235.4805794,1,4298,50998,251403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.79692268371582,False,False,False,False,False,False,False
/agv3/chassis_feedback,1789646235.485026,1789646235.4863842,1789646235.4823804,3,4091,50997,250836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.983077049255371,False,False,False,False,False,False,False
/agv2/chassis_feedback,1789646235.4891703,1789646235.489895,1789646235.4859421,2,4191,50998,249712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.029084205627441,False,False,False,False,False,False,False
/agv1/chassis_feedback,1789646235.4927154,1789646235.4926276,1789646235.488615,1,4299,50999,251405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.79692268371582,False,False,False,False,False,False,False
