topic,bag_stamp,header_stamp,header_seq,calibration_epoch_token,frame_id,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w
/pose_provider/agv2/base_pose_fused,1788935362.1440284,1788935362.1369188,50781,19470084,world@01291704,0.4704589488454808,0.4849765864943368,0.0,0.0,0.0,0.6539018427309804,0.7565793944279927
/pose_provider/agv1/base_pose_fused,1788935362.1465144,1788935362.1463284,61091,19470084,world@01291704,0.6717162010930954,0.8411857321979708,0.0,0.0,0.0,0.6524528310653418,0.7578293364833673
/pose_provider/agv3/base_pose_fused,1788935362.1484215,1788935362.1413667,56256,19470084,world@01291704,0.7717970014130004,0.45244613196342476,0.0,0.0,0.0,0.6438057219655933,0.7651889912723269
/pose_provider/agv2/base_pose_fused,1788935362.1537461,1788935362.1488044,50782,19470084,world@01291704,0.4704589488454808,0.4849765864943368,0.0,0.0,0.0,0.6539018427309804,0.7565793944279927
/pose_provider/agv1/base_pose_fused,1788935362.1544266,1788935362.154264,61092,19470084,world@01291704,0.6717162010930954,0.8411857321979708,0.0,0.0,0.0,0.6524528310653418,0.7578293364833673
/camera/world/agv1_tag_pose,1788935362.1581676,1788935362.1577513,18337,19470084,world@01291704,0.698951,1.026759,0.225,0.0,0.0,-0.07790064391348914,0.9969611274657924
/pose_provider/agv1/base_pose_raw,1788935362.1582277,1788935362.1577513,18336,19470084,world@01291704,0.6697664544773829,0.8411494248088524,0.0,0.0,0.0,0.649873900240421,0.7600420473804744
/pose_provider/agv1/base_pose_filtered,1788935362.1582696,1788935362.1577513,18156,19470084,world@01291704,0.6710009270914851,0.8411683207259772,0.0,0.0,0.0,0.6515094106668641,0.7586405524439854
/camera/world/agv2_tag_pose,1788935362.158281,1788935362.1577513,14827,19470084,world@01291704,0.457799,0.397892,0.225,0.0,0.0,-0.07380413276386105,0.9972727560637432
/pose_provider/agv2/base_pose_raw,1788935362.158327,1788935362.1577513,14826,19470084,world@01291704,0.4707810708400329,0.4851212493187026,0.0,0.0,0.0,0.652990925748352,0.7573657312621889
/pose_provider/agv2/base_pose_filtered,1788935362.1583438,1788935362.1577513,14715,19470084,world@01291704,0.4705792975147557,0.4850297154883977,0.0,0.0,0.0,0.6535725128256532,0.7568639048592298
/camera/world/agv3_tag_pose,1788935362.158354,1788935362.1577513,17453,19470084,world@01291704,0.756199,0.365702,0.225,0.0,0.0,-0.0922875433314032,0.9957323984614814
/pose_provider/agv3/base_pose_raw,1788935362.1583664,1788935362.1577513,17452,19470084,world@01291704,0.7724072102538416,0.45238977318842183,0.0,0.0,0.0,0.6388319834905763,0.7693462789079414
/pose_provider/agv3/base_pose_filtered,1788935362.1583736,1788935362.1577513,17346,19470084,world@01291704,0.7720234845761538,0.45242006886790853,0.0,0.0,0.0,0.6419771508796359,0.7667237688688575
/pose_provider/agv2/base_pose_fused,1788935362.1626637,1788935362.1568217,50783,19470084,world@01291704,0.4705552277809007,0.4850190896895855,0.0,0.0,0.0,0.6536383887118744,0.756807014239525
/pose_provider/agv1/base_pose_fused,1788935362.1664674,1788935362.1663218,61093,19470084,world@01291704,0.6711439818918071,0.841171803020376,0.0,0.0,0.0,0.6516981754821538,0.758478403168628
/pose_provider/agv2/base_pose_fused,1788935362.1732237,1788935362.168842,50784,19470084,world@01291704,0.4705552277809007,0.4850190896895855,0.0,0.0,0.0,0.6536383887118744,0.756807014239525
/pose_provider/agv3/base_pose_fused,1788935362.1732397,1788935362.1493268,56257,19470084,world@01291704,0.7719781879435231,0.4524252814870118,0.0,0.0,0.0,0.6423431581318517,0.7664171626478616
/pose_provider/agv3/base_pose_fused,1788935362.1732423,1788935362.161355,56258,19470084,world@01291704,0.7719781879435231,0.4524252814870118,0.0,0.0,0.0,0.6423431581318517,0.7664171626478616
/pose_provider/agv3/base_pose_fused,1788935362.173245,1788935362.1693785,56259,19470084,world@01291704,0.7719781879435231,0.4524252814870118,0.0,0.0,0.0,0.6423431581318517,0.7664171626478616
/pose_provider/agv1/base_pose_fused,1788935362.174401,1788935362.1742632,61094,19470084,world@01291704,0.6711439818918071,0.841171803020376,0.0,0.0,0.0,0.6516981754821538,0.758478403168628
/pose_provider/agv2/base_pose_fused,1788935362.1816697,1788935362.1768434,50785,19470084,world@01291704,0.4705552277809007,0.4850190896895855,0.0,0.0,0.0,0.6536383887118744,0.756807014239525
/pose_provider/agv3/base_pose_fused,1788935362.1848214,1788935362.1813278,56260,19470084,world@01291704,0.7719781879435231,0.4524252814870118,0.0,0.0,0.0,0.6423431581318517,0.7664171626478616
/pose_provider/agv1/base_pose_fused,1788935362.186419,1788935362.18627,61095,19470084,world@01291704,0.6711439818918071,0.841171803020376,0.0,0.0,0.0,0.6516981754821538,0.758478403168628
/camera/world/agv2_tag_pose,1788935362.1899576,1788935362.1893473,14828,19470084,world@01291704,0.457886,0.397918,0.225,0.0,0.0,-0.07361734228317036,0.9972865620849217
/pose_provider/agv1/base_pose_raw,1788935362.1900482,1788935362.1893473,18337,19470084,world@01291704,0.6700096011334885,0.841172969487984,0.0,0.0,0.0,0.6504554080293334,0.7595444438381426
/pose_provider/agv1/base_pose_filtered,1788935362.1900673,1788935362.1893473,18157,19470084,world@01291704,0.670703529304086,0.8411697153545792,0.0,0.0,0.0,0.6511933416707366,0.7589118735160884
/camera/world/agv3_tag_pose,1788935362.1901522,1788935362.1893473,17454,19470084,world@01291704,0.756406,0.365384,0.225,0.0,0.0,-0.08919913918234686,0.9960138119369271
/pose_provider/agv2/base_pose_raw,1788935362.1901717,1788935362.1893473,14827,19470084,world@01291704,0.47083539385314677,0.4851521062820964,0.0,0.0,0.0,0.6531327688951061,0.757243412777828
/pose_provider/agv2/base_pose_filtered,1788935362.190177,1788935362.1893473,14716,19470084,world@01291704,0.47065612641627297,0.4850664327265073,0.0,0.0,0.0,0.6534406127939206,0.7569777840541329
/pose_provider/agv3/base_pose_raw,1788935362.1901934,1788935362.1893473,17453,19470084,world@01291704,0.772076229694739,0.4521706349233228,0.0,0.0,0.0,0.6412148043842236,0.7673614367679039
/pose_provider/agv3/base_pose_filtered,1788935362.1901975,1788935362.1893473,17347,19470084,world@01291704,0.7720393081117294,0.4523452386845328,0.0,0.0,0.0,0.6417485134814854,0.7669151487904666
/camera/world/agv1_tag_pose,1788935362.1902108,1788935362.1893473,18338,19470084,world@01291704,0.69891,1.026827,0.225,0.0,0.0,-0.07713759697351105,0.9970204567275198
/pose_provider/agv3/base_pose_fused,1788935362.1934054,1788935362.1893718,56261,19470084,world@01291704,0.7720270840780882,0.4523612472450286,0.0,0.0,0.0,0.6418674733086949,0.7668155884619925
/pose_provider/agv1/base_pose_fused,1788935362.1943924,1788935362.1942654,61096,19470084,world@01291704,0.6707916198216303,0.8411701328877386,0.0,0.0,0.0,0.6512943315056364,0.7588252063213413
/pose_provider/agv2/base_pose_fused,1788935362.1984298,1788935362.1888342,50786,19470084,world@01291704,0.4706359466891985,0.4850569641191229,0.0,0.0,0.0,0.6534801715471743,0.7569436342256111
/pose_provider/agv2/base_pose_fused,1788935362.2009692,1788935362.1968336,50787,19470084,world@01291704,0.4706359466891985,0.4850569641191229,0.0,0.0,0.0,0.6534801715471743,0.7569436342256111
/pose_provider/agv3/base_pose_fused,1788935362.2051628,1788935362.2013593,56262,19470084,world@01291704,0.7720270840780882,0.4523612472450286,0.0,0.0,0.0,0.6418674733086949,0.7668155884619925
/pose_provider/agv1/base_pose_fused,1788935362.206506,1788935362.206301,61097,19470084,world@01291704,0.6707916198216303,0.8411701328877386,0.0,0.0,0.0,0.6512943315056364,0.7588252063213413
/pose_provider/agv2/base_pose_fused,1788935362.2138457,1788935362.2088428,50788,19470084,world@01291704,0.4706359466891985,0.4850569641191229,0.0,0.0,0.0,0.6534801715471743,0.7569436342256111
/pose_provider/agv3/base_pose_fused,1788935362.2138522,1788935362.2094343,56263,19470084,world@01291704,0.7720270840780882,0.4523612472450286,0.0,0.0,0.0,0.6418674733086949,0.7668155884619925
/pose_provider/agv1/base_pose_fused,1788935362.214383,1788935362.214268,61098,19470084,world@01291704,0.6707916198216303,0.8411701328877386,0.0,0.0,0.0,0.6512943315056364,0.7588252063213413
/pose_provider/agv2/base_pose_fused,1788935362.2210815,1788935362.2168412,50789,19470084,world@01291704,0.4706359466891985,0.4850569641191229,0.0,0.0,0.0,0.6534801715471743,0.7569436342256111
/pose_provider/agv3/base_pose_fused,1788935362.2255003,1788935362.221356,56264,19470084,world@01291704,0.7720270840780882,0.4523612472450286,0.0,0.0,0.0,0.6418674733086949,0.7668155884619925
/pose_provider/agv1/base_pose_fused,1788935362.2264264,1788935362.2262726,61099,19470084,world@01291704,0.6707916198216303,0.8411701328877386,0.0,0.0,0.0,0.6512943315056364,0.7588252063213413
/camera/world/agv1_tag_pose,1788935362.230227,1788935362.2297645,18339,19470084,world@01291704,0.698986,1.02676,0.225,0.0,0.0,-0.07752403629852692,0.9969904833026164
/pose_provider/agv1/base_pose_raw,1788935362.2303026,1788935362.2297645,18338,19470084,world@01291704,0.6699416908270807,0.8411284288579448,0.0,0.0,0.0,0.650160959750093,0.7597965032933739
